word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
ever,you,16.9%,had,12.68%,i,8.45%
place,the,22.22%,a,17.28%,father's,7.41%
mr,to,7.14%,said,6.12%,as,6.12%
before,day,5.05%,it,3.03%,done,3.03%
always,has,8.11%,he,5.41%,was,5.41%
us,of,13.85%,to,12.31%,with,7.69%
came,he,8.42%,i,7.37%,they,6.32%
left,be,8.93%,the,7.14%,have,7.14%
where,place,7.84%,is,5.88%,know,2.94%
going,i'm,14.29%,was,13.19%,is,9.89%
it's,and,7.69%,but,5.98%,that,4.27%
such,in,13.51%,with,11.71%,was,7.21%
while,and,11.32%,worth,9.43%,little,7.55%
mrs,and,6.14%,said,5.26%,that,4.39%
lee,mrs,85.94%,george,6.25%,mis,3.12%
take,to,49.38%,i'll,6.17%,would,4.94%
than,more,18.63%,rather,3.92%,better,3.92%
holland,and,19.35%,that,4.84%,said,4.84%
even,and,11.54%,not,7.69%,had,3.85%
things,the,10.14%,of,8.7%,all,5.8%
water,the,37.25%,and,7.84%,of,5.88%
way,the,28.46%,that,13.08%,this,5.38%
right,all,25.49%,the,21.57%,her,5.88%
told,and,15.69%,he,13.73%,she,11.76%
called,he,24.59%,she,8.2%,be,6.56%
give,to,36.84%,and,12.28%,i'll,8.77%
began,she,22.58%,he,22.58%,and,19.35%
first,the,50.0%,at,13.75%,i,3.75%
much,so,36.08%,as,14.43%,how,11.34%
will,it,12.6%,that,8.66%,i,6.3%
answered,he,22.95%,she,16.39%,know,3.28%
or,head,2.75%,year,1.83%,anything,1.83%
no,had,9.63%,was,7.41%,made,2.96%
eyes,her,43.21%,his,18.52%,the,9.88%
toward,on,8.47%,away,6.78%,back,5.08%
other,the,53.25%,each,14.29%,any,5.19%
their,of,16.13%,with,6.45%,in,6.45%
herself,to,11.11%,told,7.41%,throwing,5.56%
which,in,11.67%,on,7.5%,with,5.83%
off,started,10.61%,go,7.58%,it,6.06%
its,in,14.81%,on,8.64%,to,7.41%
life,my,12.7%,her,9.52%,in,9.52%
work,the,30.19%,her,7.55%,to,7.55%
story,the,41.07%,a,12.5%,little,8.93%
