word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
like,not,12.69%,you,7.61%,should,6.09%
put,to,25.0%,be,10.94%,not,6.25%
are,you,32.88%,they,13.15%,we,7.03%
while,and,10.77%,little,9.23%,worth,6.15%
our,of,20.62%,in,10.31%,to,5.15%
into,it,6.75%,her,6.13%,entered,3.68%
talked,had,12.12%,be,10.61%,she,7.58%
may,you,18.52%,it,10.65%,i,9.72%
doubt,no,43.88%,a,13.27%,not,6.12%
whether,doubt,7.94%,know,7.94%,consider,4.76%
take,to,36.13%,not,7.56%,and,5.88%
else,body,28.75%,thing,15.0%,nothing,15.0%
upon,depend,13.46%,call,3.85%,and,3.21%
account,her,13.46%,no,13.46%,an,11.54%
make,to,44.74%,not,8.55%,will,5.26%
pretty,very,25.0%,a,20.59%,and,4.41%
opinion,my,15.71%,his,14.29%,your,10.0%
me,to,15.21%,with,6.12%,for,5.42%
do,i,29.05%,to,13.32%,you,7.38%
manner,and,11.11%,his,11.11%,a,11.11%
right,the,17.78%,of,5.56%,a,5.56%
comfort,the,15.62%,great,4.69%,of,4.69%
about,walked,3.25%,something,2.44%,him,2.44%
tell,to,24.0%,will,12.0%,must,10.67%
immediately,was,13.64%,not,9.09%,she,7.58%
directly,away,5.88%,home,5.88%,her,3.92%
come,to,29.82%,not,7.02%,had,5.85%
out,it,4.72%,set,3.3%,her,3.3%
afraid,am,29.23%,be,15.38%,was,10.77%
sir,dear,20.0%,you,4.62%,well,4.62%
back,came,14.93%,coming,7.46%,looked,5.97%
found,she,24.18%,emma,13.19%,and,12.09%
cold,a,9.62%,very,7.69%,so,5.77%
look,to,24.17%,a,13.33%,and,5.0%
quite,was,15.36%,not,9.64%,is,7.14%
wanted,she,21.33%,only,10.67%,he,10.67%
sort,a,23.42%,the,18.02%,that,10.81%
feeling,without,11.11%,of,7.41%,and,7.41%
hope,i,60.14%,the,9.09%,to,5.59%
cried,she,12.5%,me,6.25%,sir,5.0%
business,the,18.18%,on,10.91%,his,7.27%
better,a,13.37%,had,13.37%,much,9.88%
those,of,23.4%,with,6.38%,all,5.32%
certainly,and,8.33%,should,8.33%,i,7.29%
believe,i,43.14%,to,13.73%,not,10.78%
mean,you,27.12%,not,27.12%,i,22.03%
idea,the,39.0%,an,17.0%,no,11.0%
oh,you,5.03%,it,4.47%,me,3.35%
myself,to,11.65%,for,6.8%,than,3.88%
another,to,10.81%,one,6.31%,in,5.41%
told,he,14.86%,i,13.51%,had,12.16%
knew,she,29.55%,i,14.77%,he,10.23%
has,he,21.37%,she,17.52%,it,9.83%
let,not,13.48%,to,10.11%,and,5.62%
hear,to,51.52%,not,7.07%,i,5.05%
seen,have,28.77%,had,26.03%,never,15.07%
sorry,very,18.03%,was,16.39%,be,14.75%
should,i,30.7%,he,10.7%,she,8.45%
therefore,and,45.9%,was,8.2%,had,4.92%
marry,to,59.68%,never,14.52%,not,4.84%
replied,he,19.48%,she,6.49%,indeed,3.9%
perfectly,was,12.12%,i,7.58%,be,6.06%
either,it,6.25%,of,6.25%,with,4.69%
friends,your,11.11%,her,9.88%,my,8.64%
others,the,38.33%,and,8.33%,of,8.33%
subject,the,64.95%,this,5.15%,one,5.15%
since,ever,22.58%,long,6.45%,and,4.84%
began,he,21.67%,she,13.33%,emma,10.0%
leave,to,30.36%,and,7.14%,take,7.14%
making,match,11.11%,of,9.26%,be,9.26%
understand,to,29.41%,i,19.12%,you,11.76%
young,the,21.99%,a,16.23%,fine,4.19%
imagine,cannot,14.55%,not,14.55%,you,10.91%
yourself,of,12.5%,to,8.93%,for,5.36%
why,but,5.88%,thing,3.92%,reason,3.92%
talk,to,42.37%,could,6.78%,you,5.08%
can,i,30.36%,you,7.5%,he,5.71%
known,never,11.86%,had,11.86%,have,10.17%
word,my,31.91%,a,29.79%,the,8.51%
something,of,10.71%,a,8.93%,was,5.36%
nothing,is,5.88%,and,4.71%,have,4.31%
given,had,19.48%,been,11.69%,have,10.39%
whole,the,82.89%,a,6.58%,two,2.63%
longer,no,27.12%,stay,8.47%,any,6.78%
same,the,97.06%,very,2.94%
attention,her,19.3%,proper,7.02%,and,7.02%
dare,i,91.53%,you,3.39%,who,1.69%
satisfied,be,26.92%,well,15.38%,perfectly,13.46%
general,in,53.85%,a,13.85%,the,6.15%
churchill,frank,69.11%,mrs,16.75%,mr,10.47%
love,in,52.14%,my,8.55%,of,7.69%
return,to,19.23%,in,15.38%,a,7.69%
enough,long,7.03%,quite,7.03%,was,4.69%
still,but,20.35%,was,13.27%,must,5.31%
once,at,37.8%,had,4.88%,having,4.88%
frank,mr,25.13%,of,7.54%,said,5.03%
aunt,her,21.15%,and,19.23%,the,15.38%
