word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
whom,she,26.03%,he,16.44%,i,15.07%
could,not,33.33%,be,11.39%,have,5.52%
speak,of,22.22%,to,15.15%,with,7.07%
never,been,5.31%,had,5.31%,have,4.19%
find,her,8.0%,a,8.0%,fault,4.0%
bear,to,28.85%,it,9.62%,the,5.77%
change,of,22.95%,and,8.2%,it,4.92%
true,my,6.06%,and,4.55%,for,4.55%
going,to,49.17%,on,8.33%,in,3.33%
half,a,31.36%,an,16.95%,so,8.47%
them,and,7.66%,to,6.5%,all,5.57%
great,deal,24.24%,pleasure,4.92%,a,4.17%
must,be,31.92%,have,11.82%,not,7.05%
between,them,23.88%,the,17.91%,us,5.97%
natural,and,17.31%,for,9.62%,to,7.69%
he,had,13.32%,was,12.32%,is,5.44%
life,i,11.25%,of,8.75%,to,7.5%
without,the,8.45%,a,7.98%,any,6.57%
mind,to,10.16%,and,6.25%,was,6.25%
body,else,14.11%,and,5.52%,who,5.52%
though,she,10.86%,the,8.0%,it,6.86%
heart,and,16.67%,was,10.61%,i,4.55%
him,to,9.8%,and,8.87%,i,3.31%
time,to,10.75%,of,7.17%,for,6.09%
off,in,8.08%,with,6.06%,but,6.06%
beyond,the,30.77%,a,11.54%,her,7.69%
next,day,19.05%,morning,14.29%,to,7.94%
visit,to,12.79%,from,6.98%,and,6.98%
isabella,and,19.64%,she,5.36%,the,3.57%
children,and,10.0%,were,6.67%,of,6.67%
give,me,10.06%,you,10.06%,her,8.18%
almost,as,10.23%,every,9.09%,too,5.68%
name,of,21.82%,i,7.27%,your,5.45%
really,quite,3.27%,must,3.27%,is,3.27%
looked,at,13.19%,as,9.89%,up,8.79%
up,to,8.95%,the,7.89%,and,7.37%
acquaintance,and,14.75%,with,9.84%,of,6.56%
among,the,29.41%,them,15.69%,you,5.88%
wish,to,20.15%,you,12.69%,of,8.96%
things,do,6.56%,and,4.92%,i,4.92%
till,the,10.78%,she,9.8%,it,7.84%
made,her,15.23%,a,10.66%,him,8.12%
spirits,and,10.94%,which,7.81%,she,6.25%
part,of,50.0%,with,14.29%,in,2.86%
kind,as,13.41%,of,10.98%,to,6.1%
nor,the,6.45%,could,4.84%,his,4.84%
