word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
poor,the,31.48%,and,12.96%,a,9.26%
make,to,52.11%,and,5.63%,could,2.82%
child,the,48.57%,a,15.71%,her,4.29%
tenement,the,53.01%,street,15.66%,a,6.02%
house,the,39.13%,rear,5.43%,tenement,4.35%
upon,fell,5.1%,shone,4.31%,and,3.14%
time,the,18.26%,a,8.7%,in,6.96%
since,long,15.09%,ever,11.32%,time,5.66%
rest,the,88.24%,with,3.92%,at,3.92%
now,and,11.21%,just,4.67%,him,3.74%
long,the,15.89%,a,12.15%,so,7.48%
sat,he,20.0%,they,10.77%,and,9.23%
found,had,15.38%,be,11.54%,i,8.97%
something,was,8.96%,with,7.46%,is,5.97%
off,it,4.65%,took,3.49%,drove,3.49%
hand,his,22.22%,her,13.58%,the,11.11%
three,and,10.13%,the,8.86%,for,8.86%
you,do,5.66%,will,3.77%,that,3.77%
hard,a,16.95%,the,11.86%,his,6.78%
left,had,15.15%,and,10.61%,was,7.58%
room,the,37.18%,a,3.85%,attic,3.85%
another,one,20.63%,of,7.94%,after,6.35%
any,than,9.86%,have,7.04%,if,5.63%
old,the,44.13%,an,10.61%,his,3.35%
first,the,53.03%,her,6.06%,their,4.55%
window,the,49.43%,a,6.9%,his,4.6%
across,from,5.17%,offices,3.45%,carried,3.45%
let,to,12.07%,he,6.9%,don't,6.9%
while,a,11.36%,little,5.68%,him,3.41%
within,all,5.45%,came,3.64%,stirred,3.64%
got,and,9.38%,he,7.81%,they,7.81%
too,was,11.29%,is,6.45%,old,4.84%
go,to,22.73%,and,6.82%,let,5.68%
like,just,5.06%,was,5.06%,would,2.53%
through,way,5.17%,burst,3.45%,swept,2.59%
again,up,5.66%,together,5.66%,out,5.66%
against,up,5.41%,flattened,4.05%,head,4.05%
put,and,15.38%,to,12.31%,had,9.23%
boys,the,50.0%,of,10.0%,two,3.33%
day,to,12.21%,the,9.92%,that,9.92%
told,he,12.96%,and,11.11%,had,7.41%
heard,had,22.08%,was,9.09%,and,9.09%
night,the,26.19%,that,14.29%,to,8.33%
name,the,25.49%,his,23.53%,her,11.76%
eyes,his,16.67%,her,10.0%,their,8.33%
will,i,10.92%,good,10.92%,it,8.4%
looked,and,16.95%,he,11.86%,she,5.08%
see,to,39.19%,and,8.11%,could,8.11%
we,and,7.23%,as,7.23%,when,6.02%
right,all,32.79%,the,8.2%,was,6.56%
corner,the,78.85%,a,7.69%,and,3.85%
mrs,in,5.66%,of,5.66%,was,5.66%
look,a,22.03%,to,20.34%,stranger's,1.69%
stood,he,14.29%,and,8.57%,there,5.71%
men,the,19.19%,his,7.07%,of,5.05%
woman,the,32.18%,a,16.09%,old,12.64%
door,the,65.93%,a,6.67%,next,6.67%
young,the,28.57%,a,21.43%,of,7.14%
face,his,18.18%,the,11.36%,her,10.23%
here,was,4.84%,over,4.84%,this,3.23%
mother,the,26.76%,his,26.76%,for,4.23%
know,i,18.29%,you,13.41%,not,12.2%
boy,the,34.55%,a,10.91%,little,5.45%
dead,the,25.0%,was,9.62%,not,7.69%
days,the,20.34%,three,6.78%,whole,6.78%
very,the,25.27%,a,14.29%,was,8.79%
city,the,58.93%,great,7.14%,this,3.57%
brought,and,20.75%,had,9.43%,they,9.43%
sergeant,the,74.14%,detective,1.72%,there,1.72%
