word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
sir,dear,16.31%,you,4.96%,yes,2.84%
back,came,12.96%,come,10.19%,turned,6.48%
found,she,22.29%,have,7.64%,emma,7.64%
look,to,24.57%,a,13.14%,not,5.71%
quite,was,15.16%,not,9.04%,be,7.45%
sort,a,22.97%,the,17.57%,that,9.46%
hope,i,53.99%,the,9.13%,to,7.6%
went,she,17.76%,he,14.95%,they,8.41%
cried,she,12.73%,indeed,4.85%,me,3.64%
better,had,12.88%,much,10.98%,the,10.98%
those,of,24.84%,all,5.88%,with,5.23%
certainly,i,9.76%,he,7.93%,shall,6.1%
believe,i,41.71%,to,14.97%,not,10.16%
idea,the,38.93%,an,14.09%,no,9.4%
oh,it,4.14%,you,3.76%,me,2.63%
myself,to,10.77%,for,5.64%,than,3.59%
another,to,10.91%,one,4.85%,was,4.24%
told,i,14.89%,he,12.06%,had,8.51%
knew,she,24.83%,i,21.38%,he,9.66%
has,he,23.29%,she,13.93%,it,8.9%
let,not,10.62%,to,8.75%,and,5.62%
hear,to,52.38%,not,9.52%,i,4.17%
seen,had,24.49%,have,20.41%,never,12.93%
should,i,30.14%,he,10.62%,she,7.71%
therefore,and,32.58%,was,9.09%,had,3.79%
marry,to,55.45%,never,9.9%,not,5.94%
replied,he,16.48%,she,7.39%,indeed,3.41%
perfectly,was,15.04%,am,7.96%,is,7.08%
either,of,9.02%,on,8.2%,with,4.1%
friends,her,13.85%,his,10.77%,your,7.69%
others,the,43.75%,of,8.93%,and,5.36%
subject,the,64.09%,this,8.29%,a,8.29%
since,ever,13.45%,but,5.04%,and,4.2%
because,only,4.67%,me,4.67%,now,3.74%
began,she,16.07%,he,15.18%,emma,5.36%
leave,to,30.17%,me,6.03%,and,6.03%
young,the,20.87%,a,18.07%,of,3.43%
yourself,to,9.52%,of,8.57%,for,4.76%
can,i,28.48%,you,7.79%,he,4.51%
known,had,12.93%,have,12.93%,never,6.9%
word,a,35.92%,my,27.46%,the,9.15%
something,of,8.38%,a,6.7%,is,6.15%
nothing,is,7.49%,have,5.39%,and,5.39%
given,had,24.24%,have,15.15%,been,9.85%
whole,the,87.1%,a,4.52%,two,1.94%
longer,no,39.81%,little,7.77%,much,6.8%
same,the,98.25%,very,1.75%
attention,her,12.4%,an,6.61%,the,6.61%
general,in,51.75%,a,11.4%,the,8.77%
churchill,frank,69.11%,mrs,16.75%,mr,10.47%
love,in,45.89%,my,8.7%,of,7.73%
enough,long,7.33%,was,5.6%,quite,4.74%
still,was,14.92%,but,13.81%,were,6.08%
once,at,32.35%,had,7.35%,than,7.35%
frank,mr,25.13%,of,7.54%,said,5.03%
aunt,and,25.38%,her,20.77%,his,12.31%
saw,she,25.85%,i,12.2%,never,11.22%
bates,miss,81.75%,mrs,16.67%,jane,0.79%
morning,this,21.62%,the,17.3%,next,15.14%
