word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
all,of,9.3%,and,4.42%,in,3.72%
home,get,10.21%,at,8.09%,return,7.23%
both,and,5.71%,with,3.57%,to,2.86%
sea,the,59.62%,to,7.21%,at,5.29%
only,the,17.54%,was,5.26%,is,5.26%
wife,his,29.07%,your,12.79%,the,8.14%
fair,a,35.19%,the,14.81%,and,5.56%
him,to,6.37%,with,4.69%,for,4.59%
come,to,12.37%,have,6.36%,you,5.3%
gods,the,67.96%,immortal,7.18%,other,6.63%
against,up,4.24%,mischief,3.39%,me,3.39%
came,he,7.8%,they,6.34%,it,5.85%
country,own,25.93%,the,20.37%,foreign,7.41%
where,stay,7.45%,place,6.21%,and,5.59%
made,and,15.67%,had,10.6%,he,7.83%
other,the,45.1%,some,8.33%,or,6.37%
then,and,9.07%,him,2.78%,them,2.59%
father,my,21.03%,his,19.63%,your,11.68%
began,and,27.63%,he,11.84%,she,6.58%
speak,to,35.94%,he,23.44%,and,6.25%
whom,to,11.76%,of,7.35%,those,5.88%
son,the,18.1%,his,15.09%,my,10.34%
you,that,6.29%,if,4.43%,tell,3.57%
do,to,19.28%,i,12.08%,and,6.68%
say,to,21.24%,i,9.73%,they,7.96%
killed,had,16.46%,and,8.86%,have,7.59%
eyes,his,36.07%,my,14.75%,own,8.2%
we,that,8.65%,when,6.39%,and,5.64%
nor,man,3.97%,ships,3.97%,it,2.65%
hand,the,19.35%,his,19.35%,other,11.83%
soon,as,64.08%,would,6.8%,and,4.85%
long,a,22.0%,so,18.67%,as,12.67%
yet,nor,15.24%,never,14.29%,not,13.33%
good,a,21.6%,of,12.21%,the,9.39%
answered,ulysses,16.67%,telemachus,6.52%,i,5.07%
saying,him,11.25%,neighbour,7.5%,my,7.5%
our,of,14.71%,in,5.39%,on,4.9%
death,the,25.37%,escaped,10.45%,of,8.96%
friends,my,33.33%,his,21.05%,old,5.26%
every,and,6.9%,of,6.03%,from,6.03%
himself,to,12.75%,for,4.9%,ulysses,4.9%
keep,to,36.11%,and,13.89%,not,8.33%
she,when,8.28%,as,7.47%,and,5.19%
if,see,6.25%,and,3.29%,but,2.96%
land,the,45.65%,by,8.7%,own,4.35%
ships,the,30.99%,our,9.86%,their,8.45%
end,the,35.35%,an,21.21%,bad,9.09%
thus,you,6.5%,had,5.69%,was,4.88%
great,a,34.97%,the,10.93%,in,9.29%
greek,the,34.62%,is,5.77%,and,3.85%
round,all,15.38%,it,7.69%,gathered,5.59%
well,as,13.01%,and,10.57%,a,6.5%
else,one,50.0%,or,8.93%,something,5.36%
most,the,45.12%,and,6.1%,was,4.88%
can,i,23.23%,you,17.72%,we,6.3%
find,will,26.32%,and,10.53%,to,10.53%
no,is,10.18%,have,7.05%,or,3.66%
better,had,16.88%,the,10.39%,much,7.79%
over,all,8.3%,was,4.15%,and,2.49%
told,he,14.04%,and,12.28%,had,11.4%
penelope,and,8.57%,to,8.57%,queen,6.67%
suitors,the,75.81%,these,6.85%,wicked,4.84%
telemachus,answered,7.92%,of,5.66%,to,5.66%
take,to,27.23%,will,8.42%,and,7.43%
done,had,33.75%,have,23.75%,were,8.75%
old,the,19.08%,an,9.87%,his,7.24%
being,as,10.0%,were,10.0%,human,6.25%
time,the,22.58%,same,9.68%,long,8.87%
than,more,12.12%,better,6.06%,rather,5.3%
matter,no,36.11%,the,23.61%,another,13.89%
still,is,11.05%,was,8.14%,are,5.23%
too,you,8.51%,i,8.51%,here,5.32%
get,to,28.19%,and,8.72%,can,7.38%
each,to,9.76%,drunk,8.54%,in,6.1%
having,for,18.75%,after,18.75%,without,7.5%
up,came,10.06%,went,6.1%,them,4.27%
taken,have,23.53%,had,17.65%,be,15.69%
fire,the,50.85%,a,6.78%,of,5.08%
side,either,13.33%,his,11.11%,other,8.89%
might,he,28.83%,i,9.01%,you,8.11%
know,i,19.85%,not,18.38%,to,12.5%
town,the,69.41%,your,8.24%,and,8.24%
sun,the,93.24%,blessed,2.7%,and,1.35%
jove,father,12.88%,of,12.27%,may,6.13%
got,had,23.16%,have,9.6%,and,8.47%
went,and,15.38%,he,15.03%,she,8.04%
go,to,23.91%,will,6.16%,you,5.43%
back,went,13.0%,go,10.0%,come,10.0%
people,the,22.41%,other,6.32%,own,4.6%
neptune,to,14.04%,of,8.77%,that,7.02%
let,and,17.56%,not,11.22%,to,6.34%
gone,had,24.68%,have,19.48%,and,11.69%
off,leave,8.29%,way,6.22%,me,5.18%
looking,room,10.91%,good,9.09%,and,7.27%
sheep,the,20.9%,of,14.93%,his,11.94%
spoke,he,41.86%,she,12.79%,thus,10.47%
said,and,22.54%,he,12.28%,ulysses,4.91%
lay,and,24.19%,to,9.68%,will,6.45%
look,to,25.81%,and,14.52%,will,6.45%
must,you,32.23%,we,14.05%,i,12.4%
sent,i,12.2%,and,12.2%,he,7.32%
minerva,and,12.93%,then,8.16%,but,6.8%
king,of,22.08%,to,14.29%,the,11.69%
away,went,9.22%,him,4.96%,get,4.96%
poor,the,23.73%,my,22.03%,a,8.47%
heaven,of,14.2%,in,11.11%,that,4.94%
hold,to,11.11%,caught,8.33%,and,6.94%
kind,every,25.0%,what,13.46%,any,11.54%
live,who,20.69%,to,17.24%,that,8.62%
send,to,26.67%,and,18.33%,will,15.0%
put,and,25.62%,to,8.26%,will,6.61%
mother,my,32.95%,your,18.18%,his,14.77%
hear,to,26.32%,can,8.77%,might,5.26%
dear,my,57.41%,her,9.26%,his,5.56%
wind,the,39.47%,fair,17.11%,north,10.53%
down,sat,11.68%,went,9.35%,came,6.07%
whereon,them,5.56%,assented,3.7%,dark,3.7%
servants,the,28.57%,maid,9.52%,men,7.94%
wine,the,15.52%,and,15.52%,of,10.34%
water,the,36.28%,and,7.96%,with,6.19%
again,home,20.62%,back,5.0%,down,5.0%
days,the,11.54%,nine,11.54%,twelve,9.62%
sat,and,23.33%,he,16.67%,i,10.0%
stranger,the,32.26%,a,11.83%,this,10.75%
way,the,26.11%,this,12.78%,his,11.11%
set,and,18.54%,to,10.6%,he,7.95%
seat,a,28.07%,his,24.56%,the,15.79%
another,one,38.46%,of,7.69%,in,7.69%
near,come,7.59%,comes,5.06%,are,3.8%
ask,and,20.75%,to,20.75%,you,16.98%
brought,servant,9.52%,has,8.57%,and,8.57%
hands,their,25.17%,his,25.17%,the,14.69%
gold,of,30.77%,a,9.62%,the,7.69%
laid,they,21.88%,and,18.75%,had,6.25%
enough,had,23.88%,trouble,7.46%,strong,5.97%
eat,to,52.54%,and,15.25%,will,5.08%
drink,and,37.89%,a,15.79%,to,8.42%
head,his,42.17%,the,15.66%,your,10.84%
close,went,7.41%,so,7.41%,were,5.56%
am,i,85.93%,and,5.03%,who,3.02%
going,was,17.65%,is,9.8%,are,8.82%
never,have,9.23%,and,9.23%,will,7.69%
your,of,11.44%,in,7.05%,to,6.74%
ship,the,43.4%,a,12.26%,my,7.55%
want,i,35.71%,you,21.43%,not,11.43%
dead,the,21.05%,is,11.84%,or,6.58%
indeed,is,13.73%,and,9.8%,are,5.88%
whether,or,17.2%,see,15.05%,know,9.68%
husband,her,29.82%,dear,15.79%,my,10.53%
yourself,make,8.11%,for,6.76%,with,5.41%
best,the,62.96%,it,8.64%,be,3.7%
menelaus,and,7.81%,with,6.25%,of,4.69%
stay,to,25.86%,and,8.62%,not,5.17%
room,store,24.32%,her,13.51%,own,12.16%
stood,she,15.38%,and,13.46%,they,11.54%
always,are,12.96%,was,9.26%,you,9.26%
others,the,64.04%,all,6.74%,while,4.49%
sleep,to,32.0%,sweet,8.0%,and,6.67%
bed,to,33.33%,the,11.11%,a,11.11%
morning,of,32.2%,the,16.95%,till,11.86%
night,the,24.0%,all,10.67%,by,9.33%
fell,he,12.12%,and,10.61%,they,10.61%
gave,and,17.82%,he,12.87%,she,8.91%
women,the,50.68%,other,6.85%,young,5.48%
feet,his,22.64%,and,20.75%,my,11.32%
left,he,15.32%,was,7.26%,had,7.26%
sons,his,25.0%,the,23.33%,two,8.33%
leave,to,17.46%,and,15.87%,you,6.35%
ground,the,72.37%,level,3.95%,of,2.63%
towards,turn,8.93%,disposed,7.14%,sprang,5.36%
board,on,96.23%,sea,1.89%,and,1.89%
fast,as,37.25%,them,9.8%,ship,7.84%
city,the,63.77%,and,7.25%,our,4.35%
inside,went,16.36%,come,7.27%,came,5.45%
swineherd,the,77.19%,o,14.04%,excellent,1.75%
bow,the,64.52%,this,9.68%,his,6.45%
