word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
human,of,25.0%,a,8.33%,the,7.14%
every,of,12.86%,for,7.14%,in,5.71%
remember,i,55.56%,not,12.04%,to,7.41%
some,for,8.41%,in,8.41%,of,7.94%
great,the,31.65%,a,23.42%,of,5.7%
felt,i,70.59%,had,7.84%,and,3.92%
should,i,31.65%,why,14.39%,we,8.63%
why,and,8.49%,that's,3.77%,see,2.83%
thought,i,33.59%,of,7.63%,the,6.87%
seemed,it,40.98%,she,8.2%,that,7.38%
together,pressed,3.33%,talked,2.22%,myself,2.22%
love,of,10.77%,in,8.46%,i,8.46%
would,i,24.71%,it,8.24%,that,7.65%
days,those,21.54%,the,10.77%,three,9.23%
go,to,33.73%,and,9.64%,i,4.22%
these,of,17.16%,all,9.7%,in,8.96%
young,the,18.52%,a,14.81%,of,3.7%
found,i,55.56%,and,9.72%,we,5.56%
good,a,20.59%,no,8.82%,the,7.35%
up,looked,4.4%,came,3.6%,stood,3.6%
already,was,19.64%,had,12.5%,and,7.14%
hand,my,16.13%,her,9.68%,his,8.06%
on,go,11.71%,went,5.41%,going,2.4%
left,and,12.96%,i,12.96%,had,9.26%
eyes,her,34.48%,his,12.64%,blue,4.6%
three,or,11.32%,for,11.32%,all,5.66%
two,the,11.5%,we,9.73%,or,5.31%
what,and,4.94%,of,4.56%,know,4.56%
under,was,6.35%,and,4.76%,it,4.76%
men,of,17.69%,the,8.46%,that,3.08%
done,have,22.22%,had,14.29%,is,11.11%
far,so,29.87%,how,9.09%,very,7.79%
another,one,57.35%,in,8.82%,of,4.41%
make,to,44.12%,and,8.82%,you,4.9%
their,of,10.92%,in,10.08%,with,5.88%
children,the,13.73%,and,7.84%,two,7.84%
them,of,11.83%,about,4.73%,with,4.14%
just,is,8.74%,had,4.85%,it's,4.85%
she,and,6.41%,that,6.09%,stephen,3.62%
her,to,10.76%,of,10.34%,with,6.52%
stephen,you,10.0%,me,6.88%,understand,2.5%
no,is,5.54%,was,5.21%,had,3.91%
quite,was,6.56%,and,6.56%,never,4.92%
other,the,22.73%,each,17.42%,any,6.06%
understand,to,34.48%,don't,13.79%,you,8.62%
saw,i,66.07%,and,12.5%,one,3.57%
yet,and,23.61%,as,13.89%,not,5.56%
everything,and,9.8%,of,5.88%,with,3.92%
get,to,37.08%,could,7.87%,and,5.62%
perhaps,that,5.63%,me,4.23%,think,2.82%
light,the,21.67%,of,10.0%,morning,8.33%
ever,had,15.79%,for,15.79%,has,5.26%
after,then,4.95%,said,3.96%,that,3.96%
where,but,5.66%,to,5.66%,country,3.77%
say,to,38.95%,you,12.63%,i,9.47%
until,up,3.39%,me,3.39%,her,3.39%
thing,a,26.89%,the,10.92%,one,5.88%
towards,hills,5.56%,her,2.78%,so,2.78%
might,i,19.7%,one,12.12%,it,7.58%
suppose,i,68.06%,but,2.78%,to,2.78%
place,the,14.75%,this,6.56%,beautiful,6.56%
myself,found,9.15%,of,6.34%,and,4.93%
same,the,84.31%,that,9.8%,very,3.92%
its,of,12.88%,and,7.58%,with,6.82%
own,my,28.99%,our,17.39%,her,13.04%
side,by,11.54%,the,11.54%,my,5.77%
work,the,12.9%,to,11.83%,my,7.53%
said,i,31.76%,she,24.15%,he,14.17%
made,i,18.4%,had,16.8%,that,6.4%
nothing,and,8.7%,was,7.61%,of,5.43%
it's,said,3.73%,and,3.73%,it,2.99%
got,i,19.57%,you've,10.87%,we've,9.78%
beyond,and,10.71%,out,8.93%,far,5.36%
rather,now,5.36%,and,5.36%,the,3.57%
across,approach,3.85%,way,3.85%,stared,3.85%
believe,to,33.93%,i,26.79%,don't,5.36%
woman,a,31.75%,the,11.11%,young,6.35%
though,as,65.38%,steve,1.92%,eights,1.92%
here,and,10.81%,sit,6.31%,be,4.5%
can't,i,47.06%,you,25.49%,it,5.88%
over,was,3.8%,all,3.8%,came,2.53%
don't,i,41.35%,you,15.38%,we,3.85%
night,that,31.67%,the,18.33%,at,6.67%
i've,you,7.55%,said,5.66%,and,5.66%
women,and,22.86%,the,12.86%,of,12.86%
