word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
ever,had,17.31%,you,7.69%,i,7.69%
has,she,29.81%,he,10.58%,it,8.65%
every,in,10.53%,on,6.58%,nearly,5.26%
get,to,33.33%,i,8.33%,you,8.33%
came,she,11.11%,he,8.89%,i,5.56%
herself,to,18.03%,of,6.56%,flung,4.92%
i've,and,7.81%,when,6.25%,that,4.69%
did,she,27.5%,it,10.0%,i,6.25%
began,and,27.87%,she,22.95%,you,3.28%
know,you,30.77%,i,24.62%,don't,12.31%
she's,and,5.77%,but,5.77%,genius,3.85%
just,i,5.88%,had,4.58%,it,4.58%
well,as,13.92%,the,6.33%,so,5.06%
then,and,21.43%,just,2.75%,it,2.2%
off,it,9.62%,started,5.77%,go,5.77%
i'd,and,9.8%,that,7.84%,now,5.88%
day,the,19.38%,to,10.85%,next,9.3%
here,over,6.15%,down,4.62%,up,4.62%
never,i,14.14%,had,13.13%,she,9.09%
time,the,20.0%,this,7.65%,a,5.29%
he,that,8.24%,when,6.12%,and,4.0%
eyes,her,50.0%,brown,7.35%,their,4.41%
mrs,and,11.43%,to,5.71%,said,5.71%
said,she,37.36%,he,11.49%,and,1.72%
until,again,5.56%,laughed,3.7%,night,3.7%
next,the,56.0%,this,2.67%,better,1.33%
door,the,59.65%,front,8.77%,room,5.26%
gay,and,6.96%,to,6.09%,cried,5.22%
no,was,6.62%,is,3.31%,had,3.31%
your,of,9.65%,in,6.14%,to,5.26%
think,to,23.53%,you,11.76%,i,10.29%
went,she,25.93%,they,14.81%,i,7.41%
i'll,and,13.1%,but,5.95%,then,2.38%
miss,and,6.21%,that,5.52%,to,3.45%
turned,she,24.53%,they,7.55%,we,5.66%
people,the,13.46%,other,9.62%,young,5.77%
