word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
way,the,25.33%,her,8.0%,this,8.0%
don't,i,41.07%,you,13.69%,and,4.76%
how,and,8.91%,oh,6.93%,know,6.93%
why,peggy,4.35%,and,4.35%,knew,3.26%
well,as,12.23%,peggy,3.6%,very,3.6%
we,and,6.57%,if,5.56%,shall,4.55%
want,i,23.21%,you,16.07%,don't,14.29%
yes,peggy,9.43%,oh,9.43%,russell,3.77%
course,of,96.55%,scientific,1.72%,what,1.72%
into,get,10.87%,out,5.43%,went,4.35%
saw,she,18.87%,never,15.09%,ever,15.09%
going,is,14.81%,am,12.35%,was,12.35%
think,i,32.0%,you,17.0%,to,11.0%
viola,cried,11.84%,and,10.53%,said,6.58%
any,of,7.78%,isn't,4.44%,in,4.44%
shall,i,33.85%,we,15.38%,what,10.77%
away,far,5.17%,turned,5.17%,her,5.17%
snowy,the,71.19%,talk,3.39%,one,1.69%
get,to,30.99%,will,8.45%,you,7.04%
moment,a,64.62%,that,7.69%,next,7.69%
he,and,8.42%,but,6.32%,when,5.26%
