word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
distance,a,25.49%,the,23.53%,short,11.76%
our,in,5.75%,on,4.6%,to,4.6%
longer,no,91.6%,the,1.68%,any,1.68%
moment,that,32.43%,a,24.32%,the,17.12%
dog,the,48.72%,a,16.67%,this,11.54%
heard,was,17.54%,he,8.77%,be,8.77%
water,the,48.03%,of,19.69%,and,3.94%
off,far,7.14%,set,5.36%,cut,5.36%
blacks,the,48.57%,these,8.57%,other,8.57%
africa,of,30.77%,central,21.15%,in,17.31%
slaves,the,24.44%,of,22.22%,and,4.44%
black,old,32.76%,the,15.52%,of,12.07%
companions,his,67.38%,her,15.6%,my,3.55%
taken,had,35.85%,have,11.32%,be,9.43%
tom,old,28.8%,replied,6.52%,said,3.8%
bat,and,11.86%,hercules,10.17%,replied,10.17%
hercules,and,9.74%,replied,9.23%,said,4.62%
dingo,that,6.06%,for,3.79%,moment,3.03%
country,the,46.67%,this,15.24%,their,7.62%
lost,had,15.09%,was,9.43%,be,9.43%
friend,young,47.76%,my,20.9%,his,19.4%
through,passed,5.56%,pass,5.56%,passing,5.56%
air,the,58.62%,open,8.62%,of,5.17%
trees,the,28.77%,of,10.96%,those,6.85%
river,the,51.35%,this,10.81%,a,10.81%
forest,the,58.06%,thick,11.29%,this,9.68%
ground,the,96.08%,hospitable,1.96%,yellow,1.96%
bank,the,27.45%,left,23.53%,steep,21.57%
journey,the,41.82%,this,16.36%,a,16.36%
