word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
under,was,5.52%,and,3.45%,it,2.76%
say,to,36.82%,i,9.8%,you,7.43%
high,the,26.79%,a,17.86%,so,7.14%
while,little,8.67%,a,4.59%,the,3.57%
young,the,15.69%,a,15.03%,pale,12.42%
got,i,23.5%,had,9.83%,have,8.12%
believe,i,43.1%,to,10.34%,would,3.45%
though,as,8.7%,me,3.62%,even,3.62%
years,twenty,10.53%,of,10.53%,and,8.77%
not,was,14.42%,could,10.44%,had,6.93%
if,as,34.73%,that,4.57%,me,3.52%
mind,my,31.25%,of,12.5%,his,6.88%
hope,i,55.81%,no,6.98%,the,4.65%
held,i,17.5%,he,12.5%,and,7.5%
put,and,18.18%,to,9.5%,i,7.02%
upon,hand,5.49%,eyes,2.75%,came,2.2%
now,and,7.78%,just,4.44%,it,4.0%
here,come,5.98%,you,3.59%,lookee,2.79%
stopped,i,16.67%,had,15.15%,she,7.58%
looked,i,19.49%,and,18.21%,he,10.86%
shoulder,my,45.28%,his,15.09%,the,13.21%
coming,was,14.29%,he,4.08%,my,4.08%
back,the,14.34%,his,9.43%,come,9.43%
yes,o,5.81%,yes,5.16%,pip,3.23%
him,to,8.05%,with,6.65%,of,5.16%
too,was,9.14%,so,3.23%,i,2.69%
then,and,35.12%,i,2.79%,it,2.09%
let,to,11.38%,and,9.76%,don't,4.07%
times,several,14.29%,three,7.69%,thousand,7.69%
took,i,28.76%,he,15.88%,and,11.16%
far,so,21.74%,as,8.7%,too,5.43%
eyes,his,23.3%,my,20.45%,her,17.05%
into,went,4.47%,come,4.47%,me,4.47%
question,the,47.56%,a,20.73%,another,3.66%
whether,or,7.55%,question,5.66%,know,3.77%
you're,if,5.77%,sure,5.77%,so,3.85%
know,you,28.27%,i,23.82%,don't,16.23%
again,and,7.32%,me,5.92%,up,3.66%
heart,my,38.46%,the,7.69%,your,5.49%
would,i,18.32%,he,13.01%,it,11.13%
its,in,13.91%,of,12.58%,and,7.95%
own,my,44.39%,his,24.06%,your,11.76%
went,i,34.27%,we,16.43%,and,13.29%
these,of,22.14%,in,8.57%,on,7.14%
morning,the,40.96%,monday,8.43%,next,6.02%
word,a,32.18%,the,17.24%,single,5.75%
having,of,15.75%,and,8.22%,for,4.79%
seen,had,29.45%,never,17.81%,have,15.75%
person,the,20.34%,that,13.56%,a,10.17%
shall,i,41.58%,you,15.84%,we,7.92%
words,the,16.88%,these,11.69%,those,9.09%
how,and,13.98%,know,7.53%,see,2.87%
ain't,i,26.79%,it,10.71%,you,5.36%
alone,me,9.8%,left,7.84%,were,5.88%
may,you,22.29%,i,18.07%,it,9.64%
think,i,36.55%,to,20.59%,you,10.92%
speak,to,54.72%,i,9.43%,you,9.43%
has,he,11.82%,it,8.18%,she,7.27%
way,the,19.78%,my,8.42%,his,7.69%
himself,to,4.55%,of,3.41%,for,3.41%
boy,dear,36.04%,a,9.64%,the,8.12%
door,the,52.38%,his,5.44%,a,5.44%
bed,to,40.28%,in,11.11%,my,9.72%
will,you,22.35%,i,16.47%,it,12.35%
open,the,13.92%,to,8.86%,stood,6.33%
present,the,28.79%,a,12.12%,at,9.09%
find,to,43.55%,i,11.29%,won't,6.45%
off,it,6.52%,went,3.26%,left,2.72%
come,to,16.58%,had,15.76%,you,4.62%
home,at,16.67%,go,16.67%,went,6.52%
good,a,20.63%,the,4.37%,as,3.97%
night,the,24.76%,last,10.48%,good,8.1%
much,so,20.26%,as,9.8%,very,9.15%
same,the,82.79%,that,7.38%,this,4.92%
together,out,5.0%,away,3.75%,us,3.75%
wall,the,64.71%,church,3.92%,brewery,3.92%
people,the,13.04%,of,11.59%,these,7.25%
look,to,21.24%,a,7.77%,and,4.66%
set,i,12.16%,you,5.41%,and,5.41%
face,his,21.38%,my,16.98%,her,12.58%
best,the,59.3%,be,3.49%,know,3.49%
going,was,18.41%,a,9.62%,were,7.95%
just,had,18.82%,was,8.24%,have,3.53%
nor,it,5.56%,me,5.56%,gentleman,3.7%
yet,and,22.76%,not,11.38%,nor,6.5%
only,the,14.2%,not,9.47%,i,8.88%
two,the,22.53%,or,13.44%,and,5.53%
seemed,it,17.02%,he,9.22%,and,5.67%
one,any,5.43%,on,4.43%,no,4.23%
thing,the,11.83%,one,10.75%,a,9.68%
near,very,7.58%,was,6.06%,as,4.55%
other,the,39.9%,any,7.25%,no,5.18%
some,for,7.43%,in,6.19%,with,5.57%
life,my,25.2%,in,9.76%,of,8.94%
thought,i,50.84%,he,6.72%,had,5.88%
see,to,35.53%,you,15.38%,could,8.42%
without,him,3.92%,be,2.61%,and,2.61%
because,not,4.21%,but,4.21%,and,3.16%
she,that,10.14%,and,6.68%,as,6.45%
brought,had,10.78%,have,8.82%,you,7.84%
hand,his,23.31%,my,13.53%,her,12.03%
her,of,8.73%,in,6.08%,with,5.91%
hard,a,10.34%,and,10.34%,looking,6.9%
well,very,10.0%,as,7.33%,pretty,4.0%
woman,a,27.59%,young,12.07%,the,12.07%
must,i,27.55%,you,16.33%,he,9.69%
very,a,14.58%,was,13.55%,the,4.86%
dear,my,24.63%,the,7.39%,you,3.94%
fellow,dear,13.85%,young,12.31%,a,12.31%
always,was,14.45%,i,5.78%,and,4.62%
behind,from,14.86%,up,4.05%,get,2.7%
against,and,7.32%,up,4.88%,shoved,2.44%
reason,the,9.84%,no,8.2%,by,8.2%
why,and,8.47%,me,5.08%,joe,4.24%
should,i,55.33%,he,6.34%,you,6.05%
did,i,27.06%,he,9.57%,she,6.27%
every,in,14.58%,on,7.29%,with,6.25%
day,the,20.83%,next,9.72%,to,9.26%
joe's,mrs,11.11%,on,7.41%,at,7.41%
house,the,36.57%,satis,4.57%,public,4.0%
many,so,21.11%,as,8.89%,how,5.56%
kitchen,the,81.97%,old,6.56%,a,3.28%
corner,the,31.37%,a,31.37%,chimney,9.8%
making,of,20.0%,and,7.69%,was,6.15%
fire,the,72.03%,kitchen,5.59%,of,4.9%
that's,and,9.09%,i,3.9%,it,3.9%
between,passed,3.6%,difference,3.6%,interval,2.7%
gone,was,28.32%,had,19.47%,have,15.93%
child,little,20.37%,the,18.52%,a,14.81%
last,at,33.15%,the,27.17%,this,3.8%
often,so,10.23%,had,9.09%,would,7.95%
passed,had,18.84%,i,17.39%,we,10.14%
away,it,7.64%,go,3.82%,going,3.18%
since,ever,15.12%,have,3.49%,time,3.49%
it's,and,7.69%,but,7.69%,that,4.27%
bad,a,38.46%,very,9.62%,that,5.77%
enough,long,5.63%,well,5.63%,that's,4.23%
those,of,18.4%,in,12.0%,with,6.4%
indeed,and,11.67%,no,5.0%,as,3.33%
o,a,5.08%,j,5.08%,me,5.08%
kind,a,18.64%,the,13.56%,what,5.08%
we,and,12.15%,when,10.57%,as,7.4%
sat,i,20.72%,and,18.02%,he,13.51%
right,all,19.67%,the,15.57%,his,9.84%
manner,his,10.99%,the,7.69%,a,5.49%
left,had,17.14%,i,12.14%,his,7.86%
felt,i,67.67%,have,6.02%,and,6.02%
something,was,11.63%,you,5.43%,have,4.65%
knew,i,63.01%,he,8.67%,she,3.47%
might,i,19.11%,he,10.67%,it,9.78%
quite,was,14.8%,not,7.65%,were,5.1%
through,passed,6.45%,me,5.65%,it,5.65%
new,a,21.79%,my,15.38%,in,8.97%
done,had,22.97%,have,17.22%,be,14.83%
didn't,i,42.86%,he,12.5%,she,7.14%
take,to,37.87%,would,7.1%,you,4.14%
fell,i,16.67%,he,12.96%,and,9.26%
yourself,to,19.61%,for,7.84%,do,3.92%
can,i,27.56%,you,20.47%,how,6.3%
taking,of,13.11%,was,8.2%,and,6.56%
chair,the,22.62%,his,20.24%,a,10.71%
kept,i,11.67%,and,10.0%,was,8.33%
case,the,44.87%,a,12.82%,his,5.13%
arm,my,21.21%,his,16.67%,the,9.09%
heard,i,40.18%,have,12.5%,had,12.5%
until,me,5.08%,it,4.24%,again,3.39%
ever,had,8.47%,as,6.35%,i,6.35%
stood,and,17.09%,i,15.38%,he,8.55%
next,the,23.38%,for,5.19%,i,3.9%
part,a,16.47%,my,10.59%,that,8.24%
mean,you,27.4%,i,23.29%,don't,13.7%
ask,to,30.99%,i,15.49%,and,5.63%
told,i,29.93%,and,10.22%,had,9.49%
even,and,15.44%,or,4.41%,not,3.68%
company,the,25.93%,keep,7.41%,his,7.41%
point,the,20.0%,this,10.91%,that,10.91%
hear,to,32.79%,you,14.75%,could,9.84%
rather,was,12.9%,i,8.6%,a,6.45%
are,you,42.86%,we,9.16%,they,6.59%
light,the,26.32%,a,12.28%,of,7.02%
few,a,67.21%,very,9.84%,the,8.2%
wanted,i,28.57%,we,7.94%,he,7.94%
whom,to,18.07%,of,9.64%,from,8.43%
better,had,13.74%,a,13.74%,the,11.45%
soon,as,22.33%,was,9.71%,i,8.74%
window,the,48.44%,coach,6.25%,little,4.69%
anything,for,10.75%,do,6.45%,of,5.38%
pocket,mrs,25.0%,mr,24.47%,sarah,9.04%
room,the,42.11%,his,7.6%,sitting,4.68%
gate,the,61.29%,a,6.45%,sluice,3.23%
everything,and,15.69%,with,7.84%,of,5.88%
white,the,17.86%,a,10.71%,her,8.93%
air,the,23.3%,an,18.45%,you,3.88%
help,to,18.18%,not,14.55%,can't,12.73%
however,not,3.92%,out,3.92%,you,3.92%
pretty,very,11.32%,a,9.43%,her,5.66%
sure,be,28.57%,am,19.05%,quite,6.35%
laid,i,16.67%,he,12.96%,and,11.11%
office,the,27.59%,post,22.41%,coach,17.24%
poor,the,13.16%,my,11.84%,a,9.21%
large,a,42.31%,his,15.38%,pretty,3.85%
leave,to,20.63%,would,7.94%,your,6.35%
friend,my,25.4%,and,11.11%,young,9.52%
returned,i,11.85%,he,11.11%,she,5.19%
want,i,25.81%,you,22.58%,don't,13.98%
began,i,28.71%,and,18.81%,it,4.95%
men,two,17.65%,the,13.73%,his,11.76%
rest,the,59.26%,to,7.41%,at,5.56%
doubt,no,50.0%,i,15.0%,not,10.0%
dinner,the,17.91%,to,13.43%,after,10.45%
four,a,13.56%,the,11.86%,or,11.86%
else,anything,13.7%,nothing,13.7%,what,13.7%
read,to,16.07%,and,10.71%,i,8.93%
mr,said,17.36%,to,5.6%,and,4.45%
town,the,23.33%,up,18.33%,down,8.33%
table,the,59.09%,dressing,7.58%,long,3.03%
whole,the,85.0%,a,6.67%,our,1.67%
call,to,33.93%,you,12.5%,would,7.14%
aged,the,75.44%,an,5.26%,you,5.26%
replied,i,21.88%,he,21.88%,she,6.25%
asked,i,35.92%,and,9.86%,he,8.45%
course,of,62.75%,the,11.76%,in,6.86%
became,i,23.33%,it,11.67%,and,10.0%
gentleman,a,36.94%,young,18.02%,old,10.81%
appeared,it,22.64%,he,9.43%,who,7.55%
business,of,13.79%,the,10.34%,my,8.62%
three,or,25.0%,the,10.71%,all,5.95%
suppose,i,60.38%,you,13.21%,may,7.55%
answered,i,34.55%,he,23.64%,she,7.27%
understand,to,33.96%,i,16.98%,not,5.66%
miss,to,8.75%,of,5.84%,said,5.84%
love,her,15.0%,i,13.33%,my,8.33%
walk,to,21.88%,a,12.5%,and,9.38%
money,of,18.75%,the,17.5%,any,6.25%
biddy,said,11.01%,and,10.57%,to,6.61%
says,he,26.42%,i,16.98%,for,5.66%
lady,young,21.82%,the,18.18%,a,18.18%
coach,the,58.33%,stage,6.67%,velvet,5.0%
london,to,28.21%,in,24.36%,of,8.97%
jaggers,mr,95.22%,is,0.48%,that,0.48%
herbert,said,17.59%,to,8.28%,and,4.14%
handel,dear,25.0%,now,11.54%,good,3.85%
