word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
heard,i,24.53%,he,16.98%,she,11.32%
never,had,22.06%,i,16.18%,would,7.35%
mrs,said,7.08%,and,6.19%,that,5.31%
round,and,9.62%,a,7.69%,all,5.77%
home,at,12.96%,her,11.11%,him,7.41%
other,the,63.77%,each,7.25%,or,4.35%
come,had,28.77%,to,12.33%,you,9.59%
stood,he,25.71%,she,15.71%,had,4.29%
few,a,86.15%,the,3.08%,answered,1.54%
men,young,45.07%,the,12.68%,two,8.45%
o,said,10.26%,man,5.13%,her,2.56%
mary,said,25.42%,and,10.17%,of,5.08%
power,mr,94.23%,miss,5.77%
gabriel,said,19.42%,asked,6.47%,and,4.32%
