word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
the,to,9.77%,in,9.3%,on,5.58%
to,going,9.74%,back,2.6%,had,2.6%
of,one,7.06%,out,4.71%,any,3.53%
was,it,20.48%,he,14.46%,there,12.05%
a,in,8.06%,was,7.26%,as,5.65%
and,day,2.8%,it,2.8%,office,1.87%
it,found,2.9%,maybe,2.9%,giving,2.9%
he,what,6.09%,but,6.09%,if,5.22%
in,back,3.85%,what,3.85%,day,2.56%
