word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
i'm,and,11.29%,that,6.45%,but,6.45%
too,was,13.33%,is,4.0%,then,4.0%
must,she,19.23%,i,15.38%,it,9.62%
any,have,7.92%,to,4.95%,at,4.95%
every,in,11.84%,at,6.58%,of,6.58%
around,looking,6.25%,went,4.69%,looked,4.69%
go,to,42.47%,not,5.48%,you,5.48%
moment,a,45.28%,the,13.21%,another,5.66%
many,so,21.67%,how,13.33%,and,8.33%
girl,a,24.07%,every,11.11%,school,7.41%
i've,that,11.54%,but,9.62%,and,7.69%
think,i,26.98%,to,17.46%,could,11.11%
get,to,33.33%,i,7.58%,you,6.06%
well,as,10.77%,very,6.15%,so,6.15%
do,to,35.71%,could,10.2%,what,5.1%
jack,and,8.25%,to,7.22%,for,6.19%
other,the,40.0%,each,13.33%,some,6.67%
or,knew,2.5%,them,2.5%,time,2.5%
world,the,60.38%,old,9.43%,a,9.43%
did,she,32.58%,he,11.24%,it,4.49%
don't,i,51.52%,you,16.67%,they,4.55%
two,the,9.8%,with,7.84%,and,7.84%
home,at,20.0%,came,8.57%,a,8.57%
while,and,5.77%,in,5.77%,worth,3.85%
will,it,14.46%,he,9.64%,you,8.43%
keep,to,48.21%,shall,7.14%,and,5.36%
work,to,13.21%,the,9.43%,his,7.55%
has,she,17.14%,he,17.14%,it,12.86%
something,was,7.84%,of,7.84%,into,3.92%
morning,the,29.63%,next,12.96%,this,11.11%
own,her,57.14%,his,17.86%,my,8.93%
