word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
again,and,14.06%,she,7.81%,when,6.25%
more,than,24.8%,of,3.2%,and,3.2%
i'm,not,18.33%,going,15.0%,glad,10.0%
too,much,5.19%,and,5.19%,that,3.9%
must,be,25.0%,have,25.0%,see,3.85%
any,one,16.83%,more,5.94%,of,3.96%
every,one,9.21%,time,7.89%,girl,7.89%
around,the,26.56%,her,14.06%,to,6.25%
go,to,15.07%,on,12.33%,back,10.96%
moment,of,9.43%,the,7.55%,in,7.55%
oh,i,12.07%,madam,5.17%,is,5.17%
many,a,15.25%,things,13.56%,years,11.86%
girl,in,20.37%,who,12.96%,with,3.7%
i've,never,12.96%,been,11.11%,heard,7.41%
think,of,46.77%,that,12.9%,it,8.06%
get,to,7.46%,a,5.97%,back,5.97%
well,i,13.64%,that,6.06%,known,6.06%
jack,had,8.08%,was,7.07%,is,5.05%
other,girls,20.27%,way,5.41%,girl,2.7%
or,a,7.59%,two,5.06%,that,3.8%
world,of,9.43%,a,7.55%,to,7.55%
did,not,43.18%,you,5.68%,it,4.55%
has,been,15.07%,always,9.59%,a,5.48%
don't,know,16.67%,see,10.61%,you,10.61%
two,years,7.84%,good,3.92%,then,3.92%
home,and,12.5%,to,6.94%,she,4.17%
while,she,25.0%,they,11.54%,i,9.62%
will,be,29.21%,make,6.74%,have,4.49%
keep,the,12.28%,her,12.28%,up,8.77%
work,and,24.53%,that,7.55%,she,5.66%
something,to,25.49%,she,7.84%,that,5.88%
morning,when,12.96%,she,9.26%,to,7.41%
own,good,3.51%,heart,3.51%,thoughts,3.51%
