word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
we,and,9.0%,when,8.0%,if,8.0%
oh,and,5.48%,wedding,2.74%,him,2.74%
betty,and,15.56%,but,5.56%,for,5.56%
any,than,6.54%,make,6.54%,have,4.67%
lucy,that,8.33%,and,6.67%,for,3.33%
mrs,and,7.14%,that,5.95%,to,3.57%
never,had,19.23%,she,6.41%,has,5.13%
night,to,16.0%,the,16.0%,that,13.33%
found,she,30.51%,had,13.56%,she's,6.78%
i'm,but,11.9%,and,9.52%,when,4.76%
thing,little,9.8%,one,9.8%,a,7.84%
will,it,22.86%,that,10.0%,he,7.14%
or,moment,2.99%,love,2.99%,asleep,2.99%
make,to,49.02%,and,5.88%,would,5.88%
even,not,9.84%,and,6.56%,but,6.56%
left,had,13.21%,she,9.43%,and,7.55%
life,her,17.86%,my,12.5%,of,12.5%
don't,i,37.5%,you,18.06%,and,5.56%
how,and,9.17%,see,6.42%,know,5.5%
my,of,11.3%,in,6.78%,all,5.65%
room,the,28.99%,her,17.39%,dining,7.25%
went,she,32.86%,he,12.86%,and,8.57%
day,the,19.15%,next,9.57%,to,8.51%
while,little,5.71%,it,5.71%,and,4.29%
your,in,10.61%,be,6.06%,to,6.06%
keep,to,45.1%,and,5.88%,i,5.88%
miss,to,7.59%,and,6.33%,suggested,3.8%
rob,and,14.61%,that,7.87%,when,6.74%
