word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
house,the,33.65%,banking,7.69%,posting,6.73%
stood,he,19.77%,and,13.95%,had,11.63%
behind,from,9.26%,left,5.56%,close,3.7%
arm,his,41.67%,the,11.67%,her,10.0%
where,and,5.19%,spot,3.25%,him,2.6%
you,do,6.49%,to,5.32%,if,4.81%
get,to,45.9%,and,4.92%,don't,4.92%
my,of,9.09%,in,4.62%,to,3.08%
most,the,30.99%,a,15.49%,and,8.45%
little,a,36.47%,the,15.04%,very,3.38%
would,it,15.45%,he,12.54%,i,8.16%
again,it,3.6%,was,3.6%,over,2.7%
let,to,8.82%,and,8.82%,you,4.9%
voice,low,15.48%,the,9.52%,his,9.52%
looking,and,9.09%,stood,5.79%,sat,3.31%
say,to,23.17%,you,13.41%,i,13.41%
hold,to,20.0%,i,10.91%,and,7.27%
name,the,23.53%,my,13.73%,his,8.82%
half,a,14.08%,and,12.68%,for,7.04%
looked,and,17.37%,he,14.74%,had,4.74%
having,and,12.68%,of,11.27%,his,8.45%
shall,i,37.89%,you,15.79%,we,8.42%
never,had,18.18%,i,7.49%,and,5.35%
why,and,13.24%,me,7.35%,then,4.41%
know,i,31.42%,you,24.34%,to,12.39%
mr,said,18.11%,to,3.43%,and,2.94%
moment,a,51.35%,the,27.03%,this,5.41%
should,i,31.58%,he,8.27%,why,5.26%
your,of,10.56%,in,9.94%,to,5.9%
gentleman,the,20.29%,a,17.39%,old,10.14%
lorry,mr,97.51%,mrs,0.62%,see,0.62%
answer,to,19.23%,the,11.54%,no,9.62%
asked,and,13.25%,he,10.84%,i,6.02%
me,to,12.14%,for,7.02%,let,6.45%
jerry,young,24.76%,said,7.62%,jerry,4.76%
don't,i,35.43%,you,7.09%,why,3.15%
yes,yes,8.04%,say,4.46%,her,3.57%
window,the,45.28%,a,9.43%,of,5.66%
may,i,17.6%,you,14.4%,it,12.8%
well,as,8.47%,very,7.34%,so,5.08%
see,to,28.93%,you,12.69%,i,12.18%
look,to,23.19%,the,3.62%,don't,3.62%
man,a,24.03%,the,21.2%,no,4.95%
left,had,9.9%,he,8.91%,was,7.92%
answered,he,21.57%,be,7.84%,she,3.92%
sir,yes,9.0%,you,8.0%,indeed,4.0%
must,i,19.8%,you,14.85%,it,14.85%
am,i,93.24%,why,0.9%,sir,0.45%
too,much,4.24%,was,3.39%,sight,2.54%
take,to,30.34%,and,8.99%,not,6.74%
will,i,19.58%,you,14.69%,it,8.74%
words,the,23.38%,these,7.79%,those,6.49%
soon,was,20.37%,as,12.96%,so,5.56%
same,the,92.41%,very,2.53%,that,2.53%
myself,for,10.0%,to,8.33%,of,5.0%
alone,left,9.62%,were,7.69%,it,3.85%
until,it,6.19%,them,3.09%,on,3.09%
quite,not,17.19%,was,9.38%,am,6.25%
turned,he,16.24%,and,13.68%,she,5.13%
lady,young,62.75%,a,7.84%,the,7.84%
great,a,27.5%,the,23.12%,with,10.62%
room,the,31.52%,dark,7.61%,his,5.43%
heart,his,18.92%,the,14.86%,my,14.86%
something,was,10.34%,with,10.34%,said,5.17%
can,i,25.41%,you,14.75%,how,5.74%
