word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
if,and,13.11%,as,5.79%,but,5.49%
say,to,40.91%,dare,20.13%,not,4.55%
few,a,80.28%,very,8.45%,are,4.23%
though,and,21.96%,but,4.67%,for,4.21%
others,the,50.0%,of,9.62%,with,5.77%
half,for,13.04%,a,5.8%,of,5.8%
nor,jane,2.9%,regard,2.9%,moment,2.9%
always,had,12.28%,i,9.65%,were,7.89%
something,say,10.45%,is,8.96%,had,5.97%
sisters,his,24.0%,her,16.0%,younger,10.67%
way,the,17.14%,a,8.57%,gave,8.57%
these,as,10.29%,of,10.29%,but,5.88%
least,at,63.08%,the,29.23%,was,4.62%
hope,i,46.67%,to,10.0%,the,9.17%
many,so,12.82%,with,7.69%,how,5.98%
come,to,20.88%,not,7.69%,should,6.59%
us,to,14.88%,of,13.22%,let,12.4%
should,i,29.26%,he,10.48%,they,6.99%
since,but,7.02%,him,5.26%,has,3.51%
upon,depend,18.92%,and,4.05%,insist,4.05%
there,that,5.99%,and,4.79%,but,4.79%
three,or,23.73%,the,10.17%,of,3.39%
make,to,50.0%,not,8.54%,must,4.88%
character,his,35.85%,of,9.43%,my,7.55%
less,no,10.39%,was,6.49%,the,6.49%
herself,to,10.0%,and,5.0%,by,4.09%
life,in,21.43%,my,19.64%,his,17.86%
its,of,29.41%,in,7.84%,and,4.9%
those,of,27.12%,on,6.78%,all,6.78%
till,and,8.99%,it,4.49%,not,4.49%
evening,the,66.2%,an,5.63%,that,4.23%
after,and,14.43%,soon,7.73%,inquiries,2.58%
then,and,33.73%,she,9.04%,was,7.83%
manner,a,13.68%,her,10.53%,of,6.32%
daughter,her,34.25%,his,13.7%,your,9.59%
mother,her,52.29%,your,11.01%,their,8.26%
we,that,4.68%,when,4.68%,and,4.68%
elizabeth,and,10.33%,said,7.36%,to,6.65%
shall,i,55.03%,we,15.44%,you,6.71%
believe,i,40.0%,to,16.47%,not,9.41%
two,the,30.23%,or,10.08%,her,6.2%
opinion,her,15.0%,good,15.0%,my,13.33%
find,to,56.9%,i,8.62%,will,6.9%
began,she,19.23%,he,7.69%,elizabeth,5.77%
kitty,and,20.59%,to,5.88%,replied,2.94%
father,her,29.82%,my,18.42%,your,13.16%
ill,very,12.33%,think,6.85%,so,5.48%
does,he,17.14%,it,15.71%,she,10.0%
friend,his,30.69%,her,18.81%,my,7.92%
myself,to,9.78%,flatter,6.52%,for,4.35%
cannot,i,45.28%,you,11.32%,it,7.55%
really,was,12.64%,i,9.2%,is,6.9%
quite,was,14.58%,be,9.38%,am,7.29%
great,a,34.04%,with,13.48%,very,9.22%
knew,i,31.58%,she,17.54%,he,8.77%
while,and,13.7%,a,4.11%,attention,2.74%
hear,to,53.62%,not,13.04%,shall,4.35%
did,she,14.68%,he,11.51%,i,10.71%
morning,next,24.68%,the,22.08%,this,16.88%
ladies,the,42.47%,young,34.25%,two,6.85%
too,was,12.88%,be,6.82%,been,4.55%
gone,have,16.39%,was,16.39%,were,9.84%
never,had,16.51%,i,16.04%,would,6.6%
left,he,13.11%,was,11.48%,had,8.2%
room,the,47.59%,drawing,11.72%,her,5.52%
ever,had,13.28%,i,8.59%,as,8.59%
either,on,17.24%,of,12.07%,to,6.9%
time,some,11.94%,the,10.95%,same,8.46%
every,in,11.4%,of,7.25%,to,4.66%
could,she,25.6%,he,7.54%,i,7.34%
subject,the,63.1%,a,13.1%,this,11.9%
were,they,24.35%,there,4.98%,you,3.87%
whole,the,91.14%,a,2.53%,her,1.27%
nothing,is,9.88%,have,6.98%,and,6.4%
certain,a,13.73%,be,13.73%,was,11.76%
towards,walked,8.96%,turned,4.48%,step,2.99%
wish,i,21.05%,to,9.47%,not,9.47%
being,of,21.79%,her,8.97%,his,8.33%
saw,she,28.57%,never,11.22%,elizabeth,9.18%
town,in,47.69%,to,21.54%,the,10.77%
might,she,12.69%,he,10.66%,i,7.61%
another,to,11.11%,was,9.26%,for,7.41%
london,in,35.19%,to,20.37%,from,9.26%
brother,her,34.38%,his,15.62%,their,14.06%
looked,he,15.15%,she,15.15%,elizabeth,10.61%
darcy,mr,65.57%,miss,9.29%,said,2.46%
attention,the,10.94%,his,7.81%,of,6.25%
having,of,18.28%,his,9.68%,for,9.68%
gave,she,7.55%,and,7.55%,which,5.66%
most,a,26.34%,the,23.12%,was,5.91%
himself,to,10.34%,of,6.03%,seated,2.59%
speak,to,46.15%,not,9.23%,must,7.69%
between,passed,9.84%,divided,4.92%,settled,4.92%
once,at,24.07%,had,11.11%,than,11.11%
miss,to,9.96%,and,6.76%,of,4.98%
world,the,95.45%,fashionable,1.52%,this,1.52%
again,her,5.88%,you,4.71%,him,4.12%
against,resolved,3.85%,anger,3.85%,resentment,3.85%
part,my,10.17%,that,8.47%,a,6.78%
conversation,the,10.53%,of,8.77%,for,8.77%
whom,to,23.75%,of,15.0%,with,11.25%
moment,a,41.27%,every,14.29%,that,12.7%
present,the,38.46%,at,29.23%,his,6.15%
off,set,16.13%,be,6.45%,passed,4.84%
passed,had,18.33%,what,8.33%,day,5.0%
family,the,27.41%,her,21.48%,a,11.11%
seen,had,22.97%,have,12.16%,never,10.81%
felt,she,32.65%,elizabeth,13.27%,i,8.16%
catherine,lady,90.91%,and,1.82%,to,1.82%
without,but,4.85%,and,4.85%,it,3.64%
yet,and,19.72%,not,18.31%,had,5.63%
where,and,8.43%,know,4.82%,table,3.61%
found,she,19.7%,soon,10.61%,he,9.09%
rather,was,11.11%,i,9.26%,had,7.41%
out,find,6.77%,it,5.26%,found,4.51%
seemed,he,12.5%,it,9.38%,there,7.81%
going,was,20.0%,am,10.91%,not,7.27%
added,she,32.86%,he,11.43%,was,5.71%
given,had,30.91%,have,21.82%,was,7.27%
sister,her,40.68%,his,16.95%,your,11.86%
happy,be,15.38%,the,8.97%,so,7.69%
seeing,of,41.67%,on,11.67%,in,10.0%
leave,to,30.0%,not,10.0%,me,8.33%
whether,and,5.77%,know,5.77%,see,5.77%
means,no,47.27%,the,16.36%,all,7.27%
home,at,34.38%,her,7.81%,go,4.69%
look,to,25.45%,a,12.73%,you,10.91%
took,he,15.09%,and,7.55%,elizabeth,7.55%
same,the,100.0%
kind,the,19.67%,that,8.2%,good,6.56%
received,had,18.03%,was,6.56%,she,6.56%
pleasure,the,19.1%,of,13.48%,great,10.11%
both,of,24.29%,them,14.29%,they,7.14%
charlotte,that,10.45%,to,5.97%,and,5.97%
yes,oh,10.17%,him,5.08%,bennet,3.39%
because,me,8.77%,her,5.26%,only,5.26%
thought,i,16.67%,she,16.67%,he,12.04%
away,went,17.95%,turned,5.98%,going,4.27%
even,and,19.75%,not,4.94%,had,3.7%
able,be,33.96%,been,15.09%,was,9.43%
affection,his,26.42%,her,13.21%,an,7.55%
almost,was,8.77%,and,5.26%,in,3.51%
together,them,6.35%,off,4.76%,talking,4.76%
each,of,22.22%,to,12.7%,on,7.94%
happiness,of,21.21%,the,15.15%,his,7.58%
marriage,the,18.03%,of,14.75%,their,13.11%
possible,as,43.64%,it,12.73%,every,9.09%
far,so,37.93%,as,17.24%,how,8.62%
colonel,to,10.94%,that,9.38%,with,3.12%
aunt,and,29.49%,her,20.51%,my,15.38%
reason,no,13.73%,the,13.73%,to,9.8%
coming,his,23.64%,of,9.09%,your,7.27%
uncle,her,36.67%,my,21.67%,your,20.0%
done,be,23.86%,had,14.77%,have,13.64%
letter,the,26.42%,a,20.75%,his,12.26%
collins,mr,82.69%,mrs,16.67%,william,0.64%
went,she,15.87%,they,9.52%,he,9.52%
