word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
speak,to,19.7%,of,9.09%,she,7.58%
between,the,21.67%,them,15.0%,him,8.33%
once,more,8.93%,to,7.14%,or,5.36%
character,was,8.47%,and,6.78%,of,5.08%
world,and,13.85%,in,6.15%,i,4.62%
again,and,13.56%,to,6.21%,i,5.08%
behaviour,to,40.0%,was,7.27%,in,5.45%
part,of,68.33%,from,3.33%,us,3.33%
hear,of,13.24%,what,7.35%,that,4.41%
conversation,with,25.0%,and,6.67%,was,5.0%
whom,he,22.89%,she,16.87%,i,12.05%
miss,bennet,42.25%,darcy,23.94%,de,14.08%
moment,i,9.52%,of,4.76%,she,4.76%
present,i,7.46%,to,2.99%,occasion,2.99%
off,and,6.45%,for,6.45%,to,6.45%
passed,between,9.84%,in,9.84%,away,6.56%
family,and,8.0%,were,6.0%,in,4.0%
seen,him,11.27%,them,8.45%,her,7.04%
pleasure,of,19.78%,in,15.38%,and,9.89%
catherine,and,18.18%,de,12.73%,was,7.27%
without,any,10.0%,being,5.88%,a,4.71%
yet,the,5.48%,he,5.48%,it,5.48%
where,she,18.18%,they,10.23%,he,6.82%
found,that,14.29%,out,9.52%,herself,9.52%
rather,than,12.96%,not,5.56%,a,5.56%
out,of,32.82%,to,5.34%,that,4.58%
thought,it,13.64%,of,10.0%,she,7.27%
seemed,to,34.85%,quite,4.55%,the,4.55%
going,to,42.11%,away,8.77%,on,5.26%
added,that,10.14%,i,8.7%,in,8.7%
given,him,18.52%,me,11.11%,her,7.41%
sister,and,12.64%,to,5.75%,was,5.17%
seeing,him,21.82%,her,18.18%,you,10.91%
leave,to,15.25%,the,13.56%,her,11.86%
eyes,were,13.73%,to,9.8%,of,7.84%
means,of,25.0%,to,7.14%,so,5.36%
home,and,17.19%,the,4.69%,with,4.69%
look,at,19.64%,and,10.71%,on,7.14%
took,her,13.21%,place,13.21%,the,13.21%
same,time,25.0%,and,4.41%,house,4.41%
kind,of,35.0%,to,8.33%,and,5.0%
felt,that,19.39%,for,7.14%,all,6.12%
received,from,8.2%,them,6.56%,his,6.56%
walk,to,15.69%,and,11.76%,of,5.88%
both,of,11.43%,sides,5.71%,with,4.29%
charlotte,and,11.86%,had,5.08%,said,3.39%
yes,and,8.33%,but,6.67%,i,6.67%
because,he,17.24%,i,15.52%,you,13.79%
away,and,7.69%,with,6.84%,but,5.98%
even,to,10.26%,the,3.85%,in,3.85%
able,to,94.44%,one,1.85%,said,1.85%
affection,for,24.56%,and,14.04%,could,5.26%
almost,every,10.34%,as,10.34%,all,6.9%
together,and,16.13%,in,6.45%,as,4.84%
each,other,53.33%,of,16.67%,and,3.33%
happiness,and,13.89%,of,12.5%,to,6.94%
marriage,of,7.58%,was,4.55%,had,4.55%
possible,to,9.26%,that,9.26%,and,7.41%
far,from,33.33%,as,22.81%,beyond,5.26%
aunt,and,10.96%,that,5.48%,she,4.11%
reason,to,31.37%,for,13.73%,of,9.8%
coming,to,24.14%,there,6.9%,into,5.17%
uncle,and,43.1%,is,6.9%,was,5.17%
done,and,12.36%,but,8.99%,for,6.74%
happy,to,7.59%,as,6.33%,for,5.06%
letter,from,8.62%,and,7.76%,was,7.76%
side,and,22.22%,of,22.22%,by,3.7%
collins,was,12.18%,and,9.62%,had,3.85%
went,away,31.82%,to,18.18%,on,12.12%
