word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
and,i,6.42%,the,3.67%,he,3.67%
the,elevator,3.41%,letter,3.41%,first,2.93%
to,the,13.64%,be,7.14%,do,5.19%
was,a,11.25%,going,10.0%,nothing,5.0%
of,the,10.47%,course,8.14%,his,8.14%
a,lot,3.2%,pretty,2.4%,mail,1.6%
it,was,23.94%,would,4.23%,and,4.23%
he,had,12.71%,was,10.17%,said,5.08%
in,the,24.69%,a,12.35%,this,4.94%
