word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
any,than,9.92%,if,6.61%,have,6.61%
old,the,44.03%,an,10.38%,his,3.46%
first,the,50.46%,her,5.5%,their,5.5%
window,the,48.03%,a,7.24%,his,4.61%
while,a,11.19%,little,4.2%,him,4.2%
got,and,9.09%,they,9.09%,it,8.18%
go,to,22.7%,and,7.09%,let,5.67%
like,just,6.02%,was,4.51%,him,3.01%
through,way,5.21%,burst,4.17%,swept,2.6%
against,up,6.67%,head,5.0%,flattened,3.33%
day,to,11.11%,the,10.26%,that,10.26%
heard,had,21.43%,and,9.52%,i,7.94%
night,the,23.78%,that,12.59%,to,6.99%
eyes,his,19.8%,her,10.89%,their,7.92%
will,i,12.63%,it,8.95%,good,8.95%
see,to,41.03%,could,6.84%,you,6.84%
we,and,7.63%,as,6.78%,when,5.08%
right,all,33.64%,the,8.41%,was,5.61%
stood,he,15.65%,and,8.7%,there,6.09%
men,the,18.79%,his,7.88%,of,4.24%
woman,the,31.29%,a,14.97%,old,13.61%
door,the,66.21%,next,7.31%,a,5.94%
face,his,18.37%,the,11.56%,her,10.2%
here,over,5.94%,was,4.95%,and,3.96%
mother,his,27.64%,the,25.2%,for,4.88%
know,i,15.6%,you,14.89%,not,12.06%
very,the,26.43%,a,14.29%,was,8.57%
