word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
give,me,26.78%,him,7.17%,you,6.25%
great,a,3.29%,and,2.85%,king,1.98%
yet,i,10.16%,the,2.88%,to,2.58%
canst,thou,31.05%,not,27.37%,tell,3.16%
having,no,7.14%,the,3.57%,so,2.98%
alone,and,4.8%,to,3.06%,with,3.06%
nature,of,5.95%,is,4.25%,and,4.25%
gone,and,9.41%,to,8.75%,i,3.72%
leave,to,13.12%,me,8.31%,you,8.31%
must,be,15.99%,not,7.37%,i,4.77%
which,i,9.15%,is,8.1%,he,3.65%
lives,in,11.27%,and,7.04%,of,4.23%
th,world,3.06%,other,1.97%,court,1.75%
hours,and,8.33%,of,6.94%,in,4.17%
gentle,and,3.88%,lady,3.32%,heart,1.94%
work,and,6.42%,the,5.88%,of,4.81%
did,not,6.2%,i,5.57%,you,5.52%
every,man,9.92%,one,7.54%,day,5.36%
eye,of,9.19%,and,7.93%,that,3.13%
play,the,23.43%,with,6.27%,at,4.62%
very,well,7.86%,good,3.69%,true,2.38%
same,a,13.61%,enter,5.33%,scene,3.25%
summer,and,7.81%,flies,6.25%,the,4.69%
winter,and,9.43%,to,3.77%,with,3.77%
him,and,5.74%,to,4.97%,that,3.44%
there,is,24.28%,be,4.78%,was,4.29%
leaves,him,7.69%,and,7.69%,the,7.69%
quite,from,8.97%,forgot,5.13%,out,5.13%
left,me,10.27%,to,8.37%,the,5.32%
prisoner,and,13.92%,to,12.66%,but,3.8%
walls,of,21.69%,and,9.64%,the,6.02%
effect,of,18.84%,and,5.8%,your,5.8%
nor,i,5.28%,the,4.99%,no,3.82%
no,more,14.1%,man,2.66%,no,2.43%
remembrance,of,27.87%,is,4.92%,the,4.92%
was,a,7.88%,the,5.12%,not,5.03%
flowers,of,7.69%,and,6.41%,in,5.13%
though,i,14.84%,he,6.45%,it,6.15%
they,are,14.24%,have,7.18%,say,4.68%
meet,me,8.72%,him,8.1%,the,6.85%
their,own,2.64%,heads,1.47%,eyes,1.17%
show,me,8.82%,of,5.88%,you,5.88%
still,and,6.16%,in,3.49%,the,3.33%
let,me,24.18%,us,12.2%,him,12.11%
hand,and,11.87%,of,6.58%,i,4.58%
ere,i,18.77%,you,9.25%,he,8.23%
place,and,10.06%,of,4.54%,i,4.34%
pay,the,10.0%,for,6.67%,thy,6.0%
breed,a,8.77%,of,7.02%,and,7.02%
ten,thousand,25.49%,times,23.53%,to,6.54%
times,and,7.04%,to,6.57%,more,6.1%
one,of,8.7%,that,8.0%,and,2.15%
than,the,7.66%,a,5.77%,i,5.56%
could,not,23.22%,have,4.59%,be,4.44%
death,and,9.6%,of,4.63%,i,4.07%
do,not,12.73%,you,10.1%,i,4.24%
shouldst,have,17.11%,thou,10.53%,be,9.21%
depart,from,9.84%,and,9.84%,in,8.2%
living,in,6.45%,to,5.65%,and,4.84%
lo,here,15.48%,where,10.71%,in,4.76%
gracious,lord,23.2%,sovereign,6.7%,duke,4.12%
light,and,8.5%,to,4.58%,on,3.59%
up,the,9.94%,and,8.97%,in,5.72%
burning,in,4.84%,troy,4.84%,eye,4.84%
head,and,15.53%,of,6.06%,to,4.92%
each,other,11.64%,one,6.18%,man,4.36%
under,the,24.43%,his,5.21%,your,5.21%
sight,of,15.35%,and,5.58%,for,3.72%
looks,and,7.42%,upon,3.93%,so,3.93%
sacred,blood,7.41%,vials,5.56%,person,3.7%
majesty,king,8.13%,and,7.32%,to,6.1%
heavenly,powers,4.48%,eyes,4.48%,rhetoric,2.99%
strong,and,11.88%,as,6.93%,in,3.47%
youth,and,12.98%,i,6.32%,in,4.91%
mortal,to,4.63%,and,2.78%,men,2.78%
weary,of,18.68%,and,6.59%,with,4.4%
day,and,6.24%,to,4.68%,is,4.2%
fore,god,21.15%,the,11.54%,me,5.77%
low,and,9.52%,as,9.52%,the,3.81%
way,to,14.36%,of,7.09%,and,5.74%
out,of,34.27%,the,4.83%,and,4.06%
going,to,29.09%,with,6.36%,i,4.55%
unless,you,16.15%,thou,13.66%,the,10.56%
get,thee,21.54%,you,20.31%,a,6.46%
music,and,7.61%,to,5.43%,plays,3.8%
hear,me,15.59%,the,8.87%,you,6.14%
war,and,11.28%,with,3.38%,the,3.38%
joy,and,10.29%,to,6.37%,in,4.41%
pleasure,and,9.89%,of,7.14%,king,3.3%
true,and,5.95%,love,3.16%,i,2.79%
married,to,24.32%,man,6.08%,her,4.05%
offend,you,18.03%,him,9.84%,your,4.92%
ear,and,11.62%,that,6.57%,to,6.57%
chide,the,9.26%,me,9.26%,him,7.41%
parts,of,15.93%,and,9.73%,that,7.08%
mark,antony,18.94%,how,7.49%,me,7.05%
husband,and,9.44%,i,4.55%,for,2.8%
happy,time,3.76%,in,3.29%,man,3.29%
note,of,15.72%,him,5.03%,and,4.4%
sing,it,11.11%,and,9.8%,the,3.92%
song,and,6.41%,that,5.13%,of,5.13%
many,a,14.86%,of,3.34%,years,2.84%
seeming,to,10.45%,so,5.97%,i,4.48%
wilt,thou,45.99%,not,6.79%,be,5.25%
prove,a,15.18%,it,7.39%,the,6.61%
fear,not,8.26%,of,6.12%,and,6.12%
ah,my,7.14%,ha,5.36%,what,4.76%
wife,and,9.85%,to,6.92%,is,5.24%
widow,and,9.43%,of,9.43%,i,5.66%
weep,for,12.65%,and,10.84%,to,4.22%
hast,thou,30.19%,done,4.15%,a,3.77%
behind,the,16.39%,him,8.2%,and,6.56%
private,man,5.48%,conference,5.48%,and,4.11%
may,be,14.51%,not,4.29%,i,2.88%
keep,your,6.99%,it,6.59%,the,6.59%
shape,of,16.13%,and,12.9%,in,4.3%
mind,and,9.19%,to,6.96%,that,5.57%
hath,been,6.59%,a,5.06%,not,5.0%
end,of,15.96%,the,5.12%,and,4.82%
kept,it,7.27%,in,5.45%,the,4.55%
toward,the,20.21%,my,6.38%,you,5.32%
others,king,4.52%,with,4.02%,do,2.51%
bosom,of,17.74%,and,6.45%,is,2.42%
sits,in,10.94%,down,6.25%,the,6.25%
himself,and,6.9%,to,6.68%,in,4.45%
deny,it,17.52%,me,10.22%,the,6.57%
any,man,7.9%,of,5.18%,thing,3.0%
grant,me,10.43%,it,8.7%,that,6.96%
most,noble,2.83%,of,1.5%,true,1.5%
hate,him,7.69%,thee,6.59%,the,6.04%
gainst,the,25.69%,my,6.42%,his,3.67%
chief,justice,64.76%,in,1.9%,desire,0.95%
o,th,8.04%,my,5.26%,that,3.83%
change,of,8.81%,my,6.92%,their,5.66%
thought,of,7.25%,to,7.0%,i,5.0%
i,am,9.13%,have,7.99%,will,7.6%
presence,of,11.65%,and,6.8%,here,2.91%
kind,of,34.84%,and,6.27%,to,2.09%
at,the,13.95%,my,4.59%,your,4.36%
least,of,8.33%,in,4.63%,if,3.7%
me,to,6.13%,and,4.39%,i,3.69%
fast,as,11.85%,and,8.89%,to,4.44%
mayst,thou,22.06%,be,10.29%,prove,4.41%
call,him,9.82%,me,9.46%,you,7.14%
wisdom,and,9.89%,to,8.79%,of,5.49%
without,the,11.14%,a,9.11%,any,3.04%
folly,and,9.33%,in,5.33%,to,4.0%
cold,and,10.71%,as,4.46%,in,2.23%
cease,to,19.61%,your,7.84%,you,3.92%
year,and,5.38%,of,5.38%,or,4.3%
would,not,11.5%,have,10.2%,i,6.1%
away,with,7.84%,the,7.0%,and,6.39%
whom,i,19.38%,the,6.9%,you,6.46%
rude,and,12.0%,multitude,2.67%,hand,2.67%
