word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
certain,it,4.55%,curious,3.41%,that,3.41%
they,were,10.87%,are,9.78%,have,5.28%
an,old,6.1%,instant,4.53%,inch,1.74%
oil,and,10.34%,is,9.2%,in,6.9%
vast,bulk,4.17%,swiftness,2.78%,but,2.78%
can,be,10.0%,you,4.74%,tell,4.21%
ocean,and,9.86%,oh,4.23%,with,2.82%
till,the,17.5%,it,9.17%,you,6.67%
men,in,5.75%,and,5.31%,but,4.42%
might,be,24.31%,have,20.99%,not,2.76%
since,the,21.31%,he,9.84%,i,9.84%
work,of,8.2%,for,6.56%,and,4.92%
years,ago,18.18%,voyage,6.82%,and,5.68%
side,of,16.92%,and,12.94%,by,3.98%
back,to,13.38%,and,7.64%,the,7.01%
without,a,9.8%,the,7.19%,being,5.23%
living,and,5.71%,god,4.29%,whale,4.29%
seems,to,25.58%,a,16.28%,the,6.98%
land,and,10.13%,of,5.06%,the,5.06%
water,and,12.29%,the,5.03%,but,4.47%
close,to,31.48%,by,9.26%,under,5.56%
give,me,11.25%,way,11.25%,it,8.75%
stern,of,11.76%,and,11.76%,all,7.84%
off,the,16.59%,from,9.0%,to,5.69%
near,the,21.74%,by,10.14%,to,8.7%
come,to,20.36%,from,5.39%,on,4.79%
feet,in,15.7%,and,10.74%,long,9.09%
way,of,10.8%,to,6.8%,and,6.4%
saw,the,20.95%,a,9.52%,him,9.52%
such,a,36.34%,an,9.29%,as,2.19%
should,be,23.63%,have,6.59%,like,5.49%
run,away,11.54%,for,7.69%,over,5.77%
set,down,18.92%,about,5.41%,and,5.41%
sail,and,7.37%,with,5.26%,in,4.21%
above,the,25.0%,a,7.14%,all,7.14%
harpooneers,and,9.26%,were,7.41%,of,7.41%
once,more,26.39%,the,4.17%,a,3.47%
white,whale,33.72%,water,3.07%,man,1.92%
voyage,of,8.16%,to,5.1%,and,5.1%
did,not,24.18%,you,6.15%,the,5.33%
stand,by,21.05%,in,9.47%,on,7.37%
myself,i,10.94%,as,4.69%,to,4.69%
never,mind,8.96%,heard,3.98%,yet,3.48%
hear,of,10.71%,that,10.71%,the,8.93%
sort,of,82.89%,in,1.97%,that,1.32%
man,who,6.43%,of,4.66%,and,3.99%
large,and,6.76%,sperm,4.05%,number,4.05%
being,the,6.94%,a,5.56%,so,2.78%
those,who,5.28%,of,3.3%,that,1.65%
may,be,26.07%,have,6.41%,say,3.85%
than,the,17.11%,a,7.72%,that,4.7%
round,the,23.97%,and,10.33%,his,5.37%
little,negro,2.89%,flask,2.89%,or,2.48%
make,a,22.52%,the,9.01%,him,6.31%
found,in,19.47%,the,7.08%,that,6.19%
dead,whale,6.9%,to,4.6%,and,3.45%
seemed,to,20.28%,the,5.69%,a,4.98%
themselves,on,6.78%,and,5.08%,to,5.08%
order,to,46.03%,of,6.35%,the,4.76%
same,time,11.65%,way,3.88%,instant,3.88%
boats,and,11.97%,were,11.27%,in,4.93%
sir,i,7.53%,said,7.53%,and,5.48%
soon,as,17.97%,the,6.25%,be,3.12%
death,and,15.29%,the,4.71%,in,3.53%
turn,to,20.0%,round,8.33%,up,6.67%
fire,and,8.22%,in,5.48%,with,4.11%
high,up,12.26%,and,8.49%,time,4.72%
air,and,15.94%,to,3.62%,of,3.62%
blood,and,15.25%,in,8.47%,of,5.08%
small,and,4.72%,degree,3.94%,but,3.94%
main,mast,25.49%,top,19.61%,truck,5.88%
its,own,4.09%,way,1.63%,place,1.63%
beneath,the,50.67%,him,8.0%,that,4.0%
cannot,be,14.93%,tell,5.97%,have,2.99%
though,the,9.72%,in,5.28%,he,5.0%
jaw,of,8.93%,is,7.14%,and,5.36%
each,other,33.93%,of,8.04%,side,5.36%
where,the,17.09%,he,8.54%,it,5.53%
she,blows,10.19%,was,8.33%,had,8.33%
her,and,2.83%,side,2.2%,own,1.89%
look,at,19.79%,ye,11.98%,outs,6.77%
my,own,5.06%,soul,3.25%,first,1.99%
matter,of,23.53%,with,11.76%,for,5.88%
sperm,whale,70.44%,whales,8.87%,oil,2.46%
mate,was,12.7%,and,6.35%,of,4.76%
wind,and,14.52%,was,6.45%,the,6.45%
three,years,6.33%,or,5.06%,days,5.06%
point,of,45.07%,out,5.63%,is,5.63%
only,a,5.25%,the,5.25%,to,4.97%
better,than,19.67%,and,6.56%,of,4.92%
away,from,19.19%,with,11.63%,at,7.56%
captain,ahab,25.32%,and,4.72%,of,3.86%
do,you,14.93%,not,13.19%,ye,6.25%
time,and,6.56%,to,6.25%,the,5.62%
half,a,8.33%,way,7.58%,of,6.06%
call,it,16.98%,a,9.43%,him,9.43%
board,the,18.31%,of,14.08%,and,9.86%
lay,there,7.46%,the,7.46%,and,4.48%
himself,to,7.14%,in,5.61%,with,4.08%
itself,and,7.14%,in,5.95%,the,4.76%
peculiar,to,17.86%,way,3.57%,snow,3.57%
another,thing,5.56%,and,4.63%,ship,3.7%
again,and,11.98%,but,6.61%,in,4.13%
whalemen,the,10.29%,in,8.82%,who,4.41%
seem,to,47.62%,the,4.76%,strange,2.38%
new,england,8.97%,zealand,8.97%,york,6.41%
under,the,37.07%,a,5.17%,water,4.31%
short,and,8.62%,but,3.45%,to,3.45%
having,been,15.62%,a,9.38%,seen,3.12%
perhaps,the,9.2%,to,4.6%,have,3.45%
few,of,13.04%,minutes,7.61%,moments,5.43%
slowly,and,9.62%,it,3.85%,rose,3.85%
turning,to,31.37%,over,11.76%,round,9.8%
harpooneer,is,14.47%,and,6.58%,in,6.58%
oh,ye,6.45%,my,6.45%,thou,6.45%
home,and,9.43%,the,7.55%,in,5.66%
mind,that,10.53%,how,7.89%,to,7.89%
part,of,62.16%,the,2.7%,in,2.03%
soul,in,7.69%,of,5.13%,is,3.85%
get,a,11.96%,into,11.96%,the,7.61%
left,the,10.77%,in,6.15%,behind,6.15%
sight,of,34.95%,in,3.88%,to,3.88%
looking,at,11.94%,over,8.96%,up,7.46%
still,more,7.84%,further,4.9%,in,3.27%
strange,to,6.25%,that,5.21%,things,3.12%
just,as,13.91%,so,5.22%,been,4.35%
yet,the,5.74%,in,4.53%,i,3.02%
tell,me,18.46%,you,11.54%,him,11.54%
yes,i,7.27%,we,5.45%,he,5.45%
thus,far,11.54%,the,5.38%,with,3.85%
why,did,7.53%,it,6.45%,not,6.45%
hold,it,10.53%,of,9.47%,on,9.47%
because,he,14.61%,the,11.24%,of,10.11%
something,like,12.71%,of,9.32%,in,8.47%
nor,was,8.44%,is,8.44%,in,6.49%
sailor,and,4.23%,i,4.23%,that,4.23%
rather,than,6.15%,hard,6.15%,be,3.08%
enough,to,24.66%,but,8.22%,in,5.48%
hands,and,9.24%,in,5.88%,of,5.04%
always,to,5.06%,had,3.8%,been,3.8%
heard,of,17.48%,the,8.74%,a,6.8%
between,the,35.04%,his,7.69%,them,6.84%
second,mate,8.77%,iron,8.77%,thoughts,7.02%
sailors,but,5.88%,and,5.88%,had,5.88%
put,it,7.04%,on,7.04%,to,7.04%
wild,and,3.66%,ocean,3.66%,indian,2.44%
good,bye,5.97%,time,4.48%,deal,3.98%
place,of,7.14%,for,6.25%,and,6.25%
reason,of,20.63%,why,14.29%,for,12.7%
young,man,21.92%,and,4.11%,leviathan,4.11%
craft,he,7.84%,in,3.92%,and,3.92%
fine,and,7.14%,old,3.57%,but,3.57%
business,of,31.34%,is,8.96%,but,7.46%
chase,to,17.86%,and,12.5%,the,8.93%
harpoon,in,6.94%,was,6.94%,had,6.94%
ere,the,17.95%,long,17.95%,he,8.97%
dark,and,7.14%,ahab,5.36%,side,5.36%
stood,up,7.78%,in,5.56%,on,5.56%
looked,like,9.38%,up,6.25%,at,6.25%
further,and,16.67%,into,8.33%,aft,6.67%
moment,the,11.34%,and,8.25%,he,7.22%
broad,day,3.45%,brim,3.45%,baronial,3.45%
went,to,12.37%,down,9.28%,on,9.28%
last,and,4.92%,the,3.79%,i,3.03%
light,the,8.97%,and,7.69%,upon,6.41%
black,and,4.65%,letter,3.49%,little,3.49%
turned,out,20.31%,and,12.5%,to,10.94%
bed,the,9.72%,and,9.72%,that,6.94%
both,sides,6.9%,hands,5.17%,of,5.17%
keep,up,8.2%,the,6.56%,a,6.56%
along,the,37.04%,with,15.74%,and,3.7%
times,of,7.34%,when,5.5%,by,4.59%
room,and,15.79%,was,7.02%,the,7.02%
indeed,as,7.95%,but,5.68%,in,5.68%
bottom,of,50.98%,nor,3.92%,it,3.92%
began,to,52.83%,the,5.66%,ranging,3.77%
together,and,18.03%,in,11.48%,the,6.56%
crew,were,5.38%,and,3.85%,to,3.85%
morning,to,8.82%,the,7.35%,in,5.88%
standing,in,23.46%,on,7.41%,at,4.94%
face,of,10.75%,to,7.53%,and,4.3%
whole,of,5.43%,length,3.1%,world,3.1%
know,that,15.71%,not,9.29%,what,7.86%
next,morning,14.55%,day,12.73%,moment,9.09%
sun,and,15.38%,is,5.49%,then,4.4%
live,in,12.07%,and,5.17%,leg,5.17%
curious,and,7.55%,to,3.77%,little,1.89%
top,of,32.31%,sail,10.77%,gallant,9.23%
instant,the,16.67%,of,6.94%,a,5.56%
entire,length,9.62%,whale,3.85%,months,3.85%
done,the,8.33%,and,6.94%,he,6.94%
often,the,4.23%,happens,4.23%,in,4.23%
cried,ahab,26.32%,stubb,18.42%,the,14.04%
fishery,and,11.29%,a,6.45%,they,4.84%
ground,and,13.46%,in,11.54%,to,9.62%
present,day,14.1%,case,7.69%,instance,5.13%
waters,and,11.94%,of,8.96%,for,4.48%
thy,last,1.89%,conscience,1.89%,name,1.89%
aye,aye,21.77%,and,13.71%,sir,8.87%
general,thing,10.61%,the,4.55%,shape,4.55%
lower,jaw,25.42%,part,10.17%,away,6.78%
pip,was,8.47%,pip,8.47%,and,6.78%
